Station,Crest Time,Car Initials,Car Number,Cut Record ID,Device Name,Car Weight Avg (lbs),Segment Distance (ft),Segment Grade,Front Velocity (fps),Rear Velocity (fps),Front Free Rolling,Rear Free Rolling,Friction Energy Loss,Kinetic Energy,Potential Energy,Wind Energy,Wind Direction,Wind Gust Velocity (fps),Wind Velocity (fps),Wind Energy Info
TULSA,2021-09-01 06:07:28,ITFX,90018,10901524,SWB4142,68000.0,73.3799999999992,6.813845734526447E-4,15.1515,14.0562,TRUE,TRUE,47186.48,833409.83,6799.99,404.56890401552346,333,2.0,1.6063495714285716,"{""densityOfAir"":0.07261300822891341,""bulkhead"":185,""relativeWindSpeed"":15.417104013668672,""dragCoefficient"":0.003,""elapsedTime"":5.033}"
TULSA,2021-09-01 06:07:28,ITFX,90018,10901524,SWB4144,68000.0,97.58000000000175,-0.00297192047550685,15.9381,14.881,TRUE,TRUE,97589.02,565205.02,-39440.0,605.9322589682592,333,2.0,1.6063495714285716,"{""densityOfAir"":0.07261288198990087,""bulkhead"":185,""relativeWindSpeed"":16.35882281437347,""dragCoefficient"":0.003,""elapsedTime"":6.317}"
TULSA,2021-09-01 06:39:32,BNSF,559514,10901534,SWB1720,62900.0,95.89000000000124,-8.342892898116581E-4,14.881,14.1586,TRUE,TRUE,48315.29,251742.2,-5032.01,1079.4333725846684,343,2.0,1.3968257142857141,"{""densityOfAir"":0.0726133616981485,""bulkhead"":375,""relativeWindSpeed"":15.586666136303787,""dragCoefficient"":0.003,""elapsedTime"":6.541}"
TULSA,2021-09-01 06:39:32,BNSF,559514,10901534,SWB0920,62900.0,251.86000000000058,0.012050932241927876,16.8593,22.03,TRUE,TRUE,139585.26,953201.45,199007.38,3754.267771034281,219,2.0,1.5365082857142858,"{""densityOfAir"":0.07261356368056854,""bulkhead"":375,""relativeWindSpeed"":20.41514971532991,""dragCoefficient"":0.003,""elapsedTime"":11.592}"
TULSA,2021-09-01 06:39:32,BNSF,559514,10901534,SWB0950,62900.0,87.78999999999905,0.031156547743236996,21.4461,14.12,TRUE,TRUE,17944.19,623324.58,157859.28,202.90421266950293,219,2.0,1.5365082857142858,"{""densityOfAir"":0.0726021769216383,""bulkhead"":375,""relativeWindSpeed"":9.796564593707425,""dragCoefficient"":0.003,""elapsedTime"":6.057}"
TULSA,2021-09-01 06:39:32,BNSF,559514,10901534,SWB1718,62900.0,87.59000000000015,-2.2833656810117338E-4,13.6293,12.963,TRUE,TRUE,28167.29,581359.91,-1258.0,841.3704242632729,343,2.0,1.3968257142857141,"{""densityOfAir"":0.07261331120254348,""bulkhead"":375,""relativeWindSpeed"":14.311286432006403,""dragCoefficient"":0.003,""elapsedTime"":6.536}"
TULSA,2021-09-01 06:39:56,GATX,62769,10901554,SWB4150,296666.0,273.0466666666658,0.012549451974836288,17.0565,19.04,FALSE,TRUE,951743.12,1.682176311E7,3161381.04,647.460210913751,162,2.0,1.3269844285714285,"{""densityOfAir"":0.07261361417617354,""bulkhead"":150,""relativeWindSpeed"":17.633911119737828,""dragCoefficient"":0.0025,""elapsedTime"":9.314}"
TULSA,2021-09-01 06:39:56,GATX,62769,10901554,SWB4144,296666.0,97.58000000000175,-0.00297192047550685,10.9856,9.43905,TRUE,TRUE,396417.78,1850989.32,-258100.0,99.88975165549216,162,2.0,1.3269844285714285,"{""densityOfAir"":0.07261288198990087,""bulkhead"":150,""relativeWindSpeed"":9.591262037008189,""dragCoefficient"":0.0025,""elapsedTime"":9.467}"
TULSA,2021-09-01 06:39:56,GATX,62769,10901554,SWB4142,296666.0,73.3799999999992,6.813845734526447E-4,10.723,9.02993,TRUE,TRUE,188821.95,2334173.49,44499.99,54.55525639585192,162,2.0,1.3269844285714285,"{""densityOfAir"":0.07261300822891341,""bulkhead"":150,""relativeWindSpeed"":8.389821995073962,""dragCoefficient"":0.0025,""elapsedTime"":7.839}"
TULSA,2021-09-01 06:39:56,GATX,62769,10901554,SWB0950,296666.0,108.45666666666571,0.031156547743236996,16.2942,11.77,TRUE,TRUE,137187.22,1.315789327E7,2880775.22,(null),343,2.0,1.3968257142857141,
TULSA,2021-09-01 06:40:45,UTLX,302241,10901544,SWB4142,295000.0,73.3799999999992,6.813845734526447E-4,10.7034,9.34829,TRUE,TRUE,126105.14,1896766.72,29499.99,115.8803305034673,332,2.0,0.9777779999999999,"{""densityOfAir"":0.07261300822891341,""bulkhead"":150,""relativeWindSpeed"":10.282989867134742,""dragCoefficient"":0.0025,""elapsedTime"":7.249}"
TULSA,2021-09-01 06:40:45,UTLX,302241,10901544,SWB0950,295000.0,107.8733333333324,0.031156547743236996,16.0698,14.09,TRUE,TRUE,90815.04,7181828.26,1897618.17,56.795662978891855,162,2.0,1.3269844285714285,"{""densityOfAir"":0.0726021769216383,""bulkhead"":150,""relativeWindSpeed"":10.876453206099793,""dragCoefficient"":0.0025,""elapsedTime"":3.593}"
TULSA,2021-09-01 06:40:45,UTLX,302241,10901544,SWB4150,295000.0,272.46333333333257,0.012549451974836288,16.9082,20.44,TRUE,TRUE,632616.3,1.064284141E7,2092650.58,1013.4769010753305,104,2.0,1.10000025,"{""densityOfAir"":0.07261361417617354,""bulkhead"":150,""relativeWindSpeed"":18.683774037841026,""dragCoefficient"":0.0025,""elapsedTime"":11.646}"
TULSA,2021-09-01 06:40:45,UTLX,302241,10901544,SWB4144,295000.0,97.58000000000175,-0.00297192047550685,11.0689,10.0748,TRUE,TRUE,264095.08,1403488.95,-171100.0,157.45384987685532,104,2.0,1.10000025,"{""densityOfAir"":0.07261288198990087,""bulkhead"":150,""relativeWindSpeed"":10.97102198313725,""dragCoefficient"":0.0025,""elapsedTime"":8.993}"
TULSA,2021-09-01 06:41:17,UTLX,301935,10901644,SWB2140,298000.0,169.07999999999993,0.01383960255500307,18.6966,18.5185,TRUE,TRUE,383947.42,6001607.23,1394639.99,775.9748976154738,332,2.0,0.9777779999999999,"{""densityOfAir"":0.07260808490742472,""bulkhead"":150,""relativeWindSpeed"":18.02130136285933,""dragCoefficient"":0.0025,""elapsedTime"":9.337}"
TULSA,2021-09-01 06:41:17,UTLX,301935,10901644,SWB3740,298000.0,86.69999999999891,-0.0029988465974624475,11.7135,10.8628,TRUE,TRUE,234867.14,1305507.35,-154960.0,158.6884845833937,278,2.0,0.7682541428571429,"{""densityOfAir"":0.07261449784926127,""bulkhead"":150,""relativeWindSpeed"":11.414608569254106,""dragCoefficient"":0.0025,""elapsedTime"":7.75}"
TULSA,2021-09-01 06:41:17,UTLX,301935,10901644,SWB3140,298000.0,181.58333333333334,0.008459770114942675,16.4783,20.43,TRUE,TRUE,189497.1,1.018120137E7,871998.07,777.8638413776932,332,2.0,0.9777779999999999,"{""densityOfAir"":0.07261515429212642,""bulkhead"":150,""relativeWindSpeed"":20.04569486713474,""dragCoefficient"":0.0025,""elapsedTime"":6.817}"
TULSA,2021-09-01 06:41:17,UTLX,301935,10901644,SWB0950,298000.0,107.8733333333324,0.031156547743236996,15.191,14.04,TRUE,TRUE,91727.72,7220155.18,1916915.99,102.0465213476993,104,2.0,1.10000025,"{""densityOfAir"":0.0726021769216383,""bulkhead"":150,""relativeWindSpeed"":11.583825377473124,""dragCoefficient"":0.0025,""elapsedTime"":4.838}"
TULSA,2021-09-01 06:41:17,UTLX,301935,10901644,SWB3940,298000.0,72.22000000000116,0.0013846579894768918,10.9649,10.4728,TRUE,TRUE,60480.63,1753247.8,59600.0,119.03277342909374,278,2.0,0.7682541428571429,"{""densityOfAir"":0.07261475032728631,""bulkhead"":150,""relativeWindSpeed"":10.820947083426196,""dragCoefficient"":0.0025,""elapsedTime"":6.765}"
TULSA,2021-09-01 06:41:50,UTLX,303050,10901574,SWB2140,299000.0,169.07999999999993,0.01383960255500307,18.5775,18.4599,TRUE,TRUE,385194.75,5993235.67,1399319.99,677.9484324550097,278,2.0,0.7682541428571429,"{""densityOfAir"":0.07260808490742472,""bulkhead"":150,""relativeWindSpeed"":17.431991736705243,""dragCoefficient"":0.0025,""elapsedTime"":9.394}"
TULSA,2021-09-01 06:41:50,UTLX,303050,10901574,SWB3740,299000.0,86.69999999999891,-0.0029988465974624475,12.5448,11.7371,TRUE,TRUE,235619.6,1490756.98,-155480.0,173.67425975630695,259,2.0,0.7682541428571429,"{""densityOfAir"":0.07261449784926127,""bulkhead"":150,""relativeWindSpeed"":12.072508137359879,""dragCoefficient"":0.0025,""elapsedTime"":7.319}"
TULSA,2021-09-01 06:41:50,UTLX,303050,10901574,SWB3940,299000.0,72.22000000000116,0.0013846579894768918,11.3269,10.9649,TRUE,TRUE,60656.22,2120982.82,59800.0,125.94670255062378,259,2.0,0.7682541428571429,"{""densityOfAir"":0.07261475032728631,""bulkhead"":150,""relativeWindSpeed"":11.33271931125107,""dragCoefficient"":0.0025,""elapsedTime"":6.37}"
TULSA,2021-09-01 06:41:50,UTLX,303050,10901574,SWB3140,299000.0,181.58333333333334,0.008459770114942675,17.4129,20.39,TRUE,TRUE,190113.91,1.015418021E7,874924.24,689.0750950081409,278,2.0,0.7682541428571429,"{""densityOfAir"":0.07261515429212642,""bulkhead"":150,""relativeWindSpeed"":19.47060300810592,""dragCoefficient"":0.0025,""elapsedTime"":6.834}"
TULSA,2021-09-01 06:41:50,UTLX,303050,10901574,SWB0950,299000.0,107.8733333333324,0.031156547743236996,15.4321,14.23,TRUE,TRUE,92031.95,7299941.62,1923348.59,95.89708220602871,332,2.0,0.9777779999999999,"{""densityOfAir"":0.0726021769216383,""bulkhead"":150,""relativeWindSpeed"":12.255696295412653,""dragCoefficient"":0.0025,""elapsedTime"":3.612}"
TULSA,2021-09-01 06:42:22,GATX,209403,10901654,SWB3132,296000.0,75.17000000000007,-0.002793667686576061,11.8805,10.6061,TRUE,TRUE,131667.69,2028756.16,-124320.0,107.12996068090665,233,3.0,0.8380954285714285,"{""densityOfAir"":0.07261386665419861,""bulkhead"":150,""relativeWindSpeed"":10.698660318217726,""dragCoefficient"":0.0025,""elapsedTime"":6.808}"
TULSA,2021-09-01 06:42:22,GATX,209403,10901654,SWB2140,296000.0,169.07999999999993,0.01383960255500307,19.0632,18.7567,TRUE,TRUE,381452.76,6514248.82,1385279.99,702.95118451351,259,2.0,0.7682541428571429,"{""densityOfAir"":0.07260808490742472,""bulkhead"":150,""relativeWindSpeed"":17.871283955327407,""dragCoefficient"":0.0025,""elapsedTime"":9.162}"
TULSA,2021-09-01 06:42:22,GATX,209403,10901654,SWB3140,296000.0,182.16666666666666,0.008459770114942675,17.6234,20.58,TRUE,TRUE,188868.28,1.036158082E7,869769.72,674.7866988056916,259,2.0,0.7682541428571429,"{""densityOfAir"":0.07261515429212642,""bulkhead"":150,""relativeWindSpeed"":19.541629007066838,""dragCoefficient"":0.0025,""elapsedTime"":6.702}"
TULSA,2021-09-01 06:42:22,GATX,209403,10901654,SWB0950,296000.0,108.45666666666571,0.031156547743236996,15.473,14.28,TRUE,TRUE,91612.0,7282346.33,1916201.04,74.64076845985448,259,2.0,0.7682541428571429,"{""densityOfAir"":0.0726021769216383,""bulkhead"":150,""relativeWindSpeed"":11.605331313648474,""dragCoefficient"":0.0025,""elapsedTime"":3.596}"
TULSA,2021-09-01 06:42:22,GATX,209403,10901654,SWB3134,296000.0,96.76999999999862,-0.003100134339155446,12.5448,11.6667,TRUE,TRUE,287752.31,1576054.02,-177600.01,177.44657274471956,233,3.0,0.8380954285714285,"{""densityOfAir"":0.07261439685805124,""bulkhead"":150,""relativeWindSpeed"":11.932302359737715,""dragCoefficient"":0.0025,""elapsedTime"":8.04}"
TULSA,2021-09-01 06:42:55,GATX,216263,10901564,SWB3334,296000.0,86.80000000000109,-0.002304147465436973,10.6254,10.1626,TRUE,TRUE,113940.68,2702214.55,-118400.0,108.99246091291384,236,3.0,0.9079367142857143,"{""densityOfAir"":0.07261389190200111,""bulkhead"":150,""relativeWindSpeed"":9.948133860670238,""dragCoefficient"":0.0025,""elapsedTime"":8.604}"
TULSA,2021-09-01 06:42:55,GATX,216263,10901564,SWB3140,296000.0,182.16666666666666,0.008459770114942675,16.7625,19.53,TRUE,TRUE,188868.28,9206766.47,869769.72,555.9300449760719,236,3.0,0.9079367142857143,"{""densityOfAir"":0.07261515429212642,""bulkhead"":150,""relativeWindSpeed"":18.204147842810638,""dragCoefficient"":0.0025,""elapsedTime"":6.966}"
TULSA,2021-09-01 06:42:55,GATX,216263,10901564,SWB3134,296000.0,96.76999999999862,-0.003100134339155446,11.09,10.5295,TRUE,TRUE,287752.31,1307286.55,-177600.01,142.49237460558672,236,3.0,0.9079367142857143,"{""densityOfAir"":0.07261439685805124,""bulkhead"":150,""relativeWindSpeed"":10.774768220148735,""dragCoefficient"":0.0025,""elapsedTime"":8.824}"
TULSA,2021-09-01 06:42:55,GATX,216263,10901564,SWB0950,296000.0,108.45666666666571,0.031156547743236996,15.3106,14.24,TRUE,TRUE,91612.0,7254530.74,1916201.04,90.49769195768906,233,3.0,0.8380954285714285,"{""densityOfAir"":0.0726021769216383,""bulkhead"":150,""relativeWindSpeed"":11.338737382729844,""dragCoefficient"":0.0025,""elapsedTime"":4.812}"
TULSA,2021-09-01 06:42:55,GATX,216263,10901564,SWB2140,296000.0,169.07999999999993,0.01383960255500307,18.1159,17.6234,TRUE,TRUE,381452.76,5822228.97,1385279.99,570.4641836516987,233,3.0,0.8380954285714285,"{""densityOfAir"":0.07260808490742472,""bulkhead"":150,""relativeWindSpeed"":16.516602359737718,""dragCoefficient"":0.0025,""elapsedTime"":9.62}"
TULSA,2021-09-01 06:43:27,GATX,216296,10901584,SWB2140,296000.0,169.07999999999993,0.01383960255500307,18.0599,17.8389,TRUE,TRUE,381452.76,5849560.29,1385279.99,579.7657129548603,236,3.0,0.9079367142857143,"{""densityOfAir"":0.07260808490742472,""bulkhead"":150,""relativeWindSpeed"":16.63771822014873,""dragCoefficient"":0.0025,""elapsedTime"":9.57}"
TULSA,2021-09-01 06:43:27,GATX,216296,10901584,SWB3334,296000.0,86.80000000000109,-0.002304147465436973,10.2339,9.78747,TRUE,TRUE,113940.68,2540606.2,-118400.0,111.67666028490913,260,3.0,0.9079367142857143,"{""densityOfAir"":0.07261389190200111,""bulkhead"":150,""relativeWindSpeed"":9.849052351160905,""dragCoefficient"":0.0025,""elapsedTime"":8.797}"
TULSA,2021-09-01 06:43:27,GATX,216296,10901584,SWB3140,296000.0,182.16666666666666,0.008459770114942675,16.2488,19.58,TRUE,TRUE,188868.28,9420840.76,869769.72,599.5602180978443,260,3.0,0.9079367142857143,"{""densityOfAir"":0.07261515429212642,""bulkhead"":150,""relativeWindSpeed"":18.570194585406174,""dragCoefficient"":0.0025,""elapsedTime"":6.949}"
TULSA,2021-09-01 06:43:27,GATX,216296,10901584,SWB3134,296000.0,96.76999999999862,-0.003100134339155446,10.8426,10.2519,TRUE,TRUE,287752.31,1286334.91,-177600.01,150.88458548714334,260,3.0,0.9079367142857143,"{""densityOfAir"":0.07261439685805124,""bulkhead"":150,""relativeWindSpeed"":10.813507992314495,""dragCoefficient"":0.0025,""elapsedTime"":8.973}"
TULSA,2021-09-01 06:43:27,GATX,216296,10901584,SWB0950,296000.0,108.45666666666571,0.031156547743236996,14.9957,14.11,TRUE,TRUE,91612.0,7240691.47,1916201.04,66.41539521287547,236,3.0,0.9079367142857143,"{""densityOfAir"":0.0726021769216383,""bulkhead"":150,""relativeWindSpeed"":11.249694409314168,""dragCoefficient"":0.0025,""elapsedTime"":3.624}"
TULSA,2021-09-01 06:43:59,SMIX,660838,10901594,SWB0950,298000.0,88.03999999999905,0.031156547743236996,16.0256,12.14,TRUE,TRUE,74862.88,8559900.83,1501015.67,25.10587388953606,260,3.0,0.9079367142857143,"{""densityOfAir"":0.0726021769216383,""bulkhead"":150,""relativeWindSpeed"":11.31310068026634,""dragCoefficient"":0.0025,""elapsedTime"":1.311}"
TULSA,2021-09-01 06:43:59,SMIX,660838,10901594,SWB2130,298000.0,162.54999999999927,0.007787448465414801,16.7625,19.73,FALSE,TRUE,156351.14,1.040383052E7,694310.83,488.25330164105225,311,3.0,0.9079367142857143,"{""densityOfAir"":0.07261477557508883,""bulkhead"":150,""relativeWindSpeed"":19.504970828696624,""dragCoefficient"":0.0025,""elapsedTime"":4.743}"
TULSA,2021-09-01 06:43:59,SMIX,660838,10901594,SWB2140,298000.0,169.07999999999993,0.01383960255500307,17.7846,18.7567,TRUE,TRUE,383947.42,6300149.28,1394639.99,688.0727696149681,260,3.0,0.9079367142857143,"{""densityOfAir"":0.07260808490742472,""bulkhead"":150,""relativeWindSpeed"":17.651457992314498,""dragCoefficient"":0.0025,""elapsedTime"":9.323}"
TULSA,2021-09-01 06:43:59,SMIX,660838,10901594,SWB2728,298000.0,85.6200000000008,-0.002102312543798902,11.7371,9.93754,TRUE,TRUE,215401.33,2881879.55,-107280.01,164.03634260140316,340,3.0,0.9079367142857143,"{""densityOfAir"":0.07261396764540864,""bulkhead"":150,""relativeWindSpeed"":11.146202154763502,""dragCoefficient"":0.0025,""elapsedTime"":8.151}"
TULSA,2021-09-01 06:43:59,SMIX,660838,10901594,SWB2730,298000.0,96.64999999999964,-0.001448525607863289,12.5718,11.3049,TRUE,TRUE,252090.1,1460493.93,-83440.0,207.08970995535228,311,3.0,0.9079367142857143,"{""densityOfAir"":0.07261442210585374,""bulkhead"":150,""relativeWindSpeed"":12.165691737934006,""dragCoefficient"":0.0025,""elapsedTime"":8.18}"
TULSA,2021-09-01 06:44:46,SMIX,660799,10901624,SWB2130,299333.0,162.54999999999927,0.007787448465414801,18.2863,19.37,FALSE,TRUE,230754.38,1.52933276E7,1046126.06,207.37330366950286,12,3.0,0.9777779999999999,"{""densityOfAir"":0.07261477557508883,""bulkhead"":150,""relativeWindSpeed"":19.609292700173217,""dragCoefficient"":0.0025,""elapsedTime"":1.927}"
TULSA,2021-09-01 06:44:46,SMIX,660799,10901624,SWB2728,299333.0,85.6200000000008,-0.002102312543798902,12.4113,10.0748,TRUE,TRUE,322341.66,4267355.49,-161640.01,172.9722188206428,12,3.0,0.9777779999999999,"{""densityOfAir"":0.07261396764540864,""bulkhead"":150,""relativeWindSpeed"":11.323866666666666,""dragCoefficient"":0.0025,""elapsedTime"":8.066}"
TULSA,2021-09-01 06:44:46,SMIX,660799,10901624,SWB2730,299333.0,96.64999999999964,-0.001448525607863289,13.6293,11.2396,TRUE,TRUE,375661.66,2172596.62,-125720.0,232.7616448851138,12,3.0,0.9777779999999999,"{""densityOfAir"":0.07261442210585374,""bulkhead"":150,""relativeWindSpeed"":12.478560551346064,""dragCoefficient"":0.0025,""elapsedTime"":8.172}"
TULSA,2021-09-01 06:44:46,SMIX,660799,10901624,SWB0950,299333.0,88.03999999999905,0.031156547743236996,18.6368,9.54,FALSE,TRUE,112355.28,1.500037137E7,2261597.44,(null),340,3.0,0.9079367142857143,
TULSA,2021-09-01 06:44:46,SMIX,660799,10901624,SWB2140,299333.0,169.07999999999993,0.01383960255500307,16.7625,18.5185,TRUE,TRUE,572294.13,9885009.54,2101319.99,829.4741052324295,340,3.0,0.9079367142857143,"{""densityOfAir"":0.07260808490742472,""bulkhead"":150,""relativeWindSpeed"":18.465625467354702,""dragCoefficient"":0.0025,""elapsedTime"":9.283}"
TULSA,2021-09-01 06:45:49,CIGX,805657,10901604,SWB3140,295000.0,160.33333333333334,0.008459770114942675,17.8937,19.63,FALSE,TRUE,165687.11,1.020017593E7,731648.78,451.2025898698441,282,3.0,1.187301857142857,"{""densityOfAir"":0.07261515429212642,""bulkhead"":150,""relativeWindSpeed"":19.26003742408019,""dragCoefficient"":0.0025,""elapsedTime"":4.596}"
TULSA,2021-09-01 06:45:49,CIGX,805657,10901604,SWB3738,295000.0,84.61000000000058,-0.0015364614111806473,11.8805,10.7825,TRUE,TRUE,58654.41,1885099.41,-76700.0,153.4011439546553,282,3.0,1.187301857142857,"{""densityOfAir"":0.07261416962782868,""bulkhead"":150,""relativeWindSpeed"":11.306041534533065,""dragCoefficient"":0.0025,""elapsedTime"":7.61}"
TULSA,2021-09-01 06:45:49,CIGX,805657,10901604,SWB0950,295000.0,86.6233333333324,0.031156547743236996,15.9817,12.12,TRUE,TRUE,72925.35,8563580.37,1456496.68,(null),24,3.0,1.0476192857142856,
TULSA,2021-09-01 06:45:49,CIGX,805657,10901604,SWB3740,295000.0,86.69999999999891,-0.0029988465974624475,13.05,11.4379,TRUE,TRUE,288103.48,1439626.69,-153400.0,181.2215146655988,282,3.0,1.187301857142857,"{""densityOfAir"":0.07261449784926127,""bulkhead"":150,""relativeWindSpeed"":12.133691534533066,""dragCoefficient"":0.0025,""elapsedTime"":7.285}"
TULSA,2021-09-01 06:45:49,CIGX,805657,10901604,SWB2140,295000.0,169.07999999999993,0.01383960255500307,17.6768,18.6368,TRUE,TRUE,380205.43,6204301.98,1380599.99,839.1521534264671,24,3.0,1.0476192857142856,"{""densityOfAir"":0.07260808490742472,""bulkhead"":150,""relativeWindSpeed"":18.43112482568788,""dragCoefficient"":0.0025,""elapsedTime"":9.351}"
TULSA,2021-09-01 06:48:04,TTPX,805215,10901614,SWB2130,83900.0,170.21666666666593,0.007787448465414801,13.41,20.2,TRUE,TRUE,50521.08,1589532.73,103912.69,2422.8404747155046,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07247922437931678,""bulkhead"":375,""relativeWindSpeed"":19.411056348182008,""dragCoefficient"":0.003,""elapsedTime"":8.391}"
TULSA,2021-09-01 06:48:04,TTPX,805215,10901614,SWB2140,83900.0,169.07999999999993,0.01383960255500307,19.3157,19.5095,TRUE,TRUE,110285.6,915287.41,196325.99,2197.6784935045275,271,3.0,1.8158734285714286,"{""densityOfAir"":0.07247254620123203,""bulkhead"":375,""relativeWindSpeed"":18.437033807382903,""dragCoefficient"":0.003,""elapsedTime"":8.687}"
TULSA,2021-09-01 06:48:04,TTPX,805215,10901614,SWB2526,83900.0,135.61999999999898,-0.0018433859312785863,11.3932,11.0689,TRUE,TRUE,58901.48,204615.59,-20975.0,623.3292056338977,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07247859436251633,""bulkhead"":375,""relativeWindSpeed"":11.231106348182008,""dragCoefficient"":0.003,""elapsedTime"":11.412}"
TULSA,2021-09-01 06:48:04,TTPX,805215,10901614,SWB0950,83900.0,95.70666666666571,0.031156547743236996,16.0256,14.32,TRUE,TRUE,22163.0,814503.05,233932.32,295.9611459496491,271,3.0,1.8158734285714286,"{""densityOfAir"":0.07246664924397984,""bulkhead"":375,""relativeWindSpeed"":10.463760291438563,""dragCoefficient"":0.003,""elapsedTime"":6.542}"
TULSA,2021-09-01 06:48:29,TTPX,82521,10901674,SWB2140,77800.0,169.07999999999993,0.01383960255500307,22.6978,22.6098,TRUE,TRUE,91207.02,1192978.79,182051.99,3046.9182801182405,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07247254620123203,""bulkhead"":375,""relativeWindSpeed"":21.576985525654205,""dragCoefficient"":0.003,""elapsedTime"":7.566}"
TULSA,2021-09-01 06:48:29,TTPX,82521,10901674,SWB0950,77800.0,95.78999999999905,0.031156547743236996,20.1845,15.02,TRUE,TRUE,18050.19,784751.89,217152.24,333.7342111344374,271,3.0,1.8158734285714286,"{""densityOfAir"":0.07246664924397984,""bulkhead"":375,""relativeWindSpeed"":10.973760291438564,""dragCoefficient"":0.003,""elapsedTime"":6.386}"
TULSA,2021-09-01 06:48:29,TTPX,82521,10901674,SWB3140,77800.0,169.5,0.008459770114942675,19.4444,23.42,TRUE,TRUE,41759.8,1977208.87,103962.53,3542.6599214696985,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07247960238939705,""bulkhead"":375,""relativeWindSpeed"":22.842590446430396,""dragCoefficient"":0.003,""elapsedTime"":7.368}"
TULSA,2021-09-01 06:48:29,TTPX,82521,10901674,SWB3738,77800.0,84.61000000000058,-0.0015364614111806473,15.8946,15.639,TRUE,TRUE,16407.46,646946.5,-10114.0,828.170359329484,256,3.0,1.8158734285714286,"{""densityOfAir"":0.07261416962782868,""bulkhead"":375,""relativeWindSpeed"":15.709185525654203,""dragCoefficient"":0.003,""elapsedTime"":5.352}"
TULSA,2021-09-01 06:48:29,TTPX,82521,10901674,SWB3740,77800.0,86.69999999999891,-0.0029988465974624475,16.9082,16.2942,TRUE,TRUE,58270.15,383753.42,-20228.0,995.1453510207571,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07247894717192459,""bulkhead"":375,""relativeWindSpeed"":16.814853101794448,""dragCoefficient"":0.003,""elapsedTime"":5.162}"
TULSA,2021-09-01 06:48:51,GRW,7465,10901634,SWB0950,65900.0,103.28999999999905,0.031156547743236996,19.3157,15.26,TRUE,TRUE,17487.45,653068.28,201327.21,147.7394142910517,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07246664924397984,""bulkhead"":150,""relativeWindSpeed"":10.848015984628994,""dragCoefficient"":0.003,""elapsedTime"":7.44}"
TULSA,2021-09-01 06:48:51,GRW,7465,10901634,SWB4144,65900.0,97.58000000000175,-0.00297192047550685,14.2974,13.9553,TRUE,TRUE,53722.2,250223.75,-19111.0,312.063589825883,256,3.0,1.8158734285714286,"{""densityOfAir"":0.07261288198990087,""bulkhead"":150,""relativeWindSpeed"":14.295985525654203,""dragCoefficient"":0.003,""elapsedTime"":6.705}"
TULSA,2021-09-01 06:48:51,GRW,7465,10901634,SWB4142,65900.0,73.3799999999992,6.813845734526447E-4,13.7579,13.41,TRUE,TRUE,26394.98,411544.45,3294.99,197.20314453850384,256,3.0,1.8158734285714286,"{""densityOfAir"":0.07261300822891341,""bulkhead"":150,""relativeWindSpeed"":13.320665984628992,""dragCoefficient"":0.003,""elapsedTime"":5.306}"
TULSA,2021-09-01 06:48:51,GRW,7465,10901634,SWB4150,65900.0,267.8799999999992,0.012549451974836288,15.3509,22.53,TRUE,TRUE,126324.65,1421106.81,231021.02,1836.627433133087,256,3.0,1.8158734285714286,"{""densityOfAir"":0.07261361417617354,""bulkhead"":150,""relativeWindSpeed"":20.901564146260295,""dragCoefficient"":0.003,""elapsedTime"":12.436}"
TULSA,2021-09-01 06:49:09,CTCX,256959,10901664,SWB3134,81100.0,96.76999999999862,-0.003100134339155446,12.3066,11.6667,TRUE,TRUE,55029.37,225353.33,-24330.01,251.5536165466713,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07261439685805124,""bulkhead"":170,""relativeWindSpeed"":12.130235525654204,""dragCoefficient"":0.003,""elapsedTime"":7.842}"
TULSA,2021-09-01 06:49:09,CTCX,256959,10901664,SWB0950,81100.0,98.03999999999905,0.031156547743236996,16.3858,15.15,TRUE,TRUE,15588.16,831615.21,232783.3,154.16203903392534,256,3.0,1.8158734285714286,"{""densityOfAir"":0.0726021769216383,""bulkhead"":170,""relativeWindSpeed"":10.757254770642096,""dragCoefficient"":0.003,""elapsedTime"":7.185}"
TULSA,2021-09-01 06:49:09,CTCX,256959,10901664,SWB3140,81100.0,171.75,0.008459770114942675,14.6199,21.01,TRUE,TRUE,36224.7,1537587.74,110287.17,1245.0268138346114,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07261515429212642,""bulkhead"":170,""relativeWindSpeed"":20.022590446430396,""dragCoefficient"":0.003,""elapsedTime"":8.478}"
TULSA,2021-09-01 06:49:09,CTCX,256959,10901664,SWB3334,81100.0,86.80000000000109,-0.002304147465436973,11.2613,11.0689,TRUE,TRUE,21198.72,472110.68,-16220.0,189.983392297769,265,3.0,1.8158734285714286,"{""densityOfAir"":0.07261389190200111,""bulkhead"":170,""relativeWindSpeed"":11.131560291438563,""dragCoefficient"":0.003,""elapsedTime"":7.664}"
