TimeStamp,Track,DTC Footage
2021-09-01 07:12:29,2041,2
2021-09-01 07:12:31,2041,10
2021-09-01 07:12:33,2041,18
2021-09-01 07:12:35,2041,27
2021-09-01 07:12:37,2041,32
2021-09-01 07:12:39,2041,32
2021-09-01 07:12:41,2041,32
2021-09-01 07:12:43,2041,32
2021-09-01 07:12:45,2041,32
2021-09-01 07:12:47,2041,32
2021-09-01 07:12:49,2041,32
2021-09-01 07:12:51,2041,32
2021-09-01 07:12:53,2041,32
2021-09-01 07:12:55,2041,32
2021-09-01 07:12:57,2041,33
2021-09-01 07:12:59,2041,34
2021-09-01 07:13:01,2041,39
2021-09-01 07:13:03,2041,46
2021-09-01 07:13:05,2041,60
2021-09-01 07:13:07,2041,77
2021-09-01 07:13:09,2041,99
2021-09-01 07:13:11,2041,127
2021-09-01 07:13:13,2041,155
2021-09-01 07:13:15,2041,174
2021-09-01 07:13:17,2041,189
2021-09-01 07:13:19,2041,199
2021-09-01 07:13:21,2041,201
2021-09-01 07:13:23,2041,201
2021-09-01 07:13:25,2041,201
2021-09-01 07:13:27,2041,201
2021-09-01 07:13:29,2041,201
2021-09-01 07:13:31,2041,201
2021-09-01 07:13:33,2041,200
2021-09-01 07:13:35,2041,195
2021-09-01 07:13:37,2041,188
2021-09-01 07:13:39,2041,175
2021-09-01 07:13:41,2041,156
2021-09-01 07:13:43,2041,129
2021-09-01 07:13:45,2041,103
2021-09-01 07:13:47,2041,75
2021-09-01 07:13:49,2041,50
2021-09-01 07:13:51,2041,26
2021-09-01 07:13:53,2041,2
2021-09-01 07:13:55,2041,5
2021-09-01 07:13:57,2041,2
2021-09-01 07:13:59,2041,2
2021-09-01 07:14:01,2041,7
2021-09-01 07:14:03,2041,2
2021-09-01 07:14:05,2041,1129
2021-09-01 07:14:07,2041,1154
2021-09-01 07:14:09,2041,1207
2021-09-01 07:14:11,2041,1217
2021-09-01 07:14:13,2041,1266
2021-09-01 07:14:15,2041,1285
2021-09-01 07:14:17,2041,1302
2021-09-01 07:14:19,2041,1340
2021-09-01 07:14:21,2041,1370
2021-09-01 07:14:23,2041,1378
2021-09-01 07:14:25,2041,1441
2021-09-01 07:14:27,2041,1453
2021-09-01 07:14:29,2041,1481
2021-09-01 07:14:31,2041,1497
2021-09-01 07:14:33,2041,1534
2021-09-01 07:14:35,2041,1554
2021-09-01 07:14:37,2041,1571
2021-09-01 07:14:39,2041,1589
2021-09-01 07:14:41,2041,1652
2021-09-01 07:14:43,2041,1657
2021-09-01 07:14:45,2041,1708
2021-09-01 07:14:47,2041,1745
2021-09-01 07:14:49,2041,1766
2021-09-01 07:14:51,2041,1790
2021-09-01 07:14:53,2041,1825
2021-09-01 07:14:55,2041,1843
2021-09-01 07:14:57,2041,1866
2021-09-01 07:14:59,2041,1873
2021-09-01 07:15:01,2041,1855
